"time","value"
1,0.5
11.0225563909774,0.0214892213226731
21.0451127819549,0.00778713280423771
31.0676691729323,0.00420533990483429
41.0902255639098,0.00269931730336248
51.1127819548872,0.00190888091131192
61.1353383458647,0.00143634339268905
71.1578947368421,0.00112847420805728
81.1804511278196,0.00091522938965205
91.203007518797,0.000760599948116281
101.225563909774,0.000644408769116422
111.248120300752,0.000554577998688965
121.270676691729,0.000483489505687995
131.293233082707,0.000426129348503057
141.315789473684,0.000379079071890609
151.338345864662,0.000339937646057553
161.360902255639,0.000306975225425776
171.383458646617,0.000278917816209923
181.406015037594,0.000254808950720276
191.428571428571,0.000233918288309098
201.451127819549,0.00021567970792391
211.473684210526,0.000199648445359135
221.496240601504,0.000185470829245471
231.518796992481,0.000172862533291185
241.541353383459,0.000161592698012192
251.563909774436,0.000151472169433009
261.586466165414,0.000142344671977934
271.609022556391,0.000134080103292411
281.631578947368,0.000126569384230169
291.654135338346,0.000119720462738226
301.676691729323,0.000113455183682221
311.699248120301,0.000107706815389741
321.721804511278,0.000102418079131139
331.744360902256,9.75395672910828e-05
341.766917293233,9.30284644959922e-05
351.789473684211,8.88475067625238e-05
361.812030075188,8.49641290511238e-05
371.834586466165,8.13497629961191e-05
381.857142857143,7.79792551381941e-05
391.87969924812,7.48303824492647e-05
401.902255639098,7.18834468750318e-05
411.924812030075,6.91209344115817e-05
421.947368421053,6.65272271650474e-05
431.96992481203,6.40883591295216e-05
441.992481203008,6.1791808211531e-05
452.015037593985,5.96263184409196e-05
462.037593984962,5.75817474320894e-05
472.06015037594,5.5648935051722e-05
482.082706766917,5.38195899673077e-05
492.105263157895,5.20861913311244e-05
502.127819548872,5.04419033184877e-05
512.15037593985,4.88805006236825e-05
522.172932330827,4.73963033253977e-05
532.195488721805,4.59841197912869e-05
542.218045112782,4.46391964974424e-05
552.240601503759,4.33571738200911e-05
562.263157894737,4.21340469893838e-05
572.285714285714,4.09661315298182e-05
582.308270676692,3.98500325976547e-05
592.330827067669,3.87826177216111e-05
602.353383458647,3.77609925185096e-05
612.375939849624,3.67824790140636e-05
622.398496240602,3.58445962544973e-05
632.421052631579,3.49450429328879e-05
642.443609022556,3.40816817940848e-05
652.466165413534,3.3252525609484e-05
662.488721804511,3.24557245476864e-05
672.511278195489,3.16895547750606e-05
682.533834586466,3.09524081586465e-05
692.556390977444,3.02427829453888e-05
702.578947368421,2.9559275313451e-05
712.601503759398,2.89005717044599e-05
722.624060150376,2.82654418533035e-05
732.646616541353,2.76527324436504e-05
742.669172932331,2.70613613253534e-05
752.691729323308,2.64903122385585e-05
762.714285714286,2.59386299901188e-05
772.736842105263,2.54054160447881e-05
782.759398496241,2.48898244831208e-05
792.781954887218,2.43910582974349e-05
802.804511278195,2.39083659898665e-05
812.827067669173,2.3441038448091e-05
822.84962406015,2.29884060672925e-05
832.872180451128,2.25498361035026e-05
842.894736842105,2.21247302311101e-05
852.917293233083,2.17125222891079e-05
862.93984962406,2.13126762010907e-05
872.962406015038,2.09246840494615e-05
882.984962406015,2.05480642947453e-05
893.007518796992,2.01823601265749e-05
903.03007518797,1.98271379335813e-05
913.052631578947,1.94819858853057e-05
923.075187969925,1.91465126125889e-05
933.097744360902,1.88203459844383e-05
943.12030075188,1.85031319676066e-05
953.142857142857,1.81945335667733e-05
963.165413533835,1.78942298354468e-05
973.187969924812,1.76019149551454e-05
983.210526315789,1.7317297376418e-05
993.233082706767,1.70400990149311e-05
1003.25563909774,1.67700545032901e-05
1013.27819548872,1.65069104886006e-05
1023.3007518797,1.62504249766604e-05
1033.32330827068,1.60003667182274e-05
1043.34586466165,1.57565146334804e-05
1053.36842105263,1.55186572721178e-05
1063.39097744361,1.52865923082057e-05
1073.41353383459,1.50601260640038e-05
1083.43609022556,1.48390730650982e-05
1093.45864661654,1.46232556204051e-05
1103.48120300752,1.44125034281517e-05
1113.5037593985,1.42066532056173e-05
1123.52631578947,1.40055483387469e-05
1133.54887218045,1.38090385546352e-05
1143.57142857143,1.36169796108865e-05
1153.59398496241,1.34292330032926e-05
1163.61654135338,1.3245665691497e-05
1173.63909774436,1.30661498365381e-05
1183.66165413534,1.28905625577103e-05
1193.68421052632,1.27187856983069e-05
1203.70676691729,1.25507056079055e-05
1213.72932330827,1.2386212933535e-05
1223.75187969925,1.22252024238323e-05
1233.77443609023,1.20675727440789e-05
1243.7969924812,1.19132262985655e-05
1253.81954887218,1.17620690650577e-05
1263.84210526316,1.16140104360341e-05
1273.86466165414,1.1468963069805e-05
1283.88721804511,1.13268427474056e-05
1293.90977443609,1.11875682374807e-05
1303.93233082707,1.1051061169165e-05
1313.95488721805,1.09172459097362e-05
1323.97744360902,1.07860494490408e-05
1334,1.06574012896932e-05
1344.02255639098,1.05312333421592e-05
1354.04511278195,1.04074798262799e-05
1364.06766917293,1.02860771755697e-05
1374.09022556391,1.01669639476221e-05
1384.11278195489,1.00500807381776e-05
1394.13533834586,9.93537009952306e-06
1404.15789473684,9.82277646244256e-06
1414.18045112782,9.7122460621657e-06
1424.2030075188,9.60372686686917e-06
1434.22556390977,9.49716851106341e-06
1444.24812030075,9.39252223042253e-06
1454.27067669173,9.28974080038891e-06
1464.29323308271,9.18877847744248e-06
1474.31578947368,9.08959094236828e-06
1484.33834586466,8.99213524785392e-06
1494.36090225564,8.89636976586505e-06
1504.38345864662,8.80225413901758e-06
1514.40601503759,8.70974923405932e-06
1524.42857142857,8.61881709657286e-06
1534.45112781955,8.52942090789899e-06
1544.47368421053,8.44152494405837e-06
1554.4962406015,8.3550945371158e-06
1564.51879699248,8.27009603621143e-06
1574.54135338346,8.18649677203354e-06
1584.56390977444,8.10426502262374e-06
1594.58646616541,8.02336997929309e-06
1604.60902255639,7.94378171531385e-06
1614.63157894737,7.86547115527725e-06
1624.65413533835,7.78841004567266e-06
1634.67669172932,7.71257092679889e-06
1644.6992481203,7.63792710578581e-06
1654.72180451128,7.56445263094818e-06
1664.74436090226,7.49212226625051e-06
1674.76691729323,7.42091146832546e-06
1684.78947368421,7.35079636227098e-06
1694.81203007519,7.28175372055606e-06
1704.83458646617,7.21376094159343e-06
1714.85714285714,7.14679602908941e-06
1724.87969924812,7.08083757239297e-06
1734.9022556391,7.01586472817706e-06
1744.92481203008,6.95185720100966e-06
1754.94736842105,6.88879522758867e-06
1764.96992481203,6.82665955831219e-06
1774.99248120301,6.76543144217945e-06
1785.01503759398,6.70509261058161e-06
1795.03759398496,6.64562526231371e-06
1805.06015037594,6.58701204947487e-06
1815.08270676692,6.52923606292433e-06
1825.10526315789,6.4722808195139e-06
1835.12781954887,6.41613024854326e-06
1845.15037593985,6.36076867888136e-06
1855.17293233083,6.30618082841927e-06
1865.1954887218,6.25235179085859e-06
1875.21804511278,6.19926702516427e-06
1885.24060150376,6.14691234501752e-06
1895.26315789474,6.09527390726949e-06
1905.28571428571,6.04433820339256e-06
1915.30827067669,5.99409204815604e-06
1925.33082706767,5.94452257152156e-06
1935.35338345865,5.89561720831799e-06
1945.37593984962,5.84736369091399e-06
1955.3984962406,5.79975003955902e-06
1965.42105263158,5.75276455438978e-06
1975.44360902256,5.70639580776966e-06
1985.46616541353,5.66063263673922e-06
1995.48872180451,5.61546413457847e-06
2005.51127819549,5.57087964592196e-06
2015.53383458647,5.5268687564336e-06
2025.55639097744,5.48342128958712e-06
2035.57894736842,5.44052729767319e-06
2045.6015037594,5.39817705691448e-06
2055.62406015038,5.35636106058224e-06
