"time","value"
1,4.44678233206378e-06
11.0225563909774,1.83676850897374e-05
21.0451127819549,2.69133941541746e-05
31.0676691729323,3.38703575649992e-05
41.0902255639098,3.99422493852584e-05
51.1127819548872,4.54228873341472e-05
61.1353383458647,5.04695253006111e-05
71.1578947368421,5.5178378267956e-05
81.1804511278196,5.96135559251445e-05
91.203007518797,6.38203955702827e-05
101.225563909774,6.78324029851298e-05
111.248120300752,7.16751960895995e-05
121.270676691729,7.53688989333978e-05
131.293233082707,7.89296724758544e-05
141.315789473684,8.23707353513238e-05
151.338345864662,8.57030685311085e-05
161.360902255639,8.89359161326451e-05
171.383458646617,9.20771502872702e-05
181.406015037594,9.51335427176568e-05
191.428571428571,9.81109706853607e-05
201.451127819549,0.000101014575754225
211.473684210526,0.00010384888797496
221.496240601504,0.000106617924293373
231.518796992481,0.000109325267448771
241.541353383459,0.000111974129901501
251.563909774436,0.00011456740612893
261.586466165414,0.000117107715781645
271.609022556391,0.000119597439583232
281.631578947368,0.000122038749414142
291.654135338346,0.000124433633693319
301.676691729323,0.000126783918927281
311.699248120301,0.000129091288112117
321.721804511278,0.00013135729653326
331.744360902256,0.000133583385399636
341.766917293233,0.000135770893664646
351.789473684211,0.000137921068320461
361.812030075188,0.000140035073400037
371.834586466165,0.000142113997879822
381.857142857143,0.000144158862642884
391.87969924812,0.000146170626635476
401.902255639098,0.000148150192328273
411.924812030075,0.000150098410575856
421.947368421053,0.000152016084953433
431.96992481203,0.000153903975637817
441.992481203008,0.000155762802889757
452.015037593985,0.000157593250186428
462.037593984962,0.000159395967045979
472.06015037594,0.000161171571580226
482.082706766917,0.000162920652806691
492.105263157895,0.000164643772747011
502.127819548872,0.00016634146833527
512.15037593985,0.000168014253156754
522.172932330827,0.000169662619035086
532.195488721805,0.000171287037483499
542.218045112782,0.000172887961034094
552.240601503759,0.000174465824457297
562.263157894737,0.00017602104588231
572.285714285714,0.000177554027828122
582.308270676692,0.000179065158153581
592.330827067669,0.000180554810934068
602.353383458647,0.000182023347271525
612.375939849624,0.000183471116043853
622.398496240602,0.000184898454599072
632.421052631579,0.000186305689399074
642.443609022556,0.000187693136617315
652.466165413534,0.000189061102694359
662.488721804511,0.000190409884854791
672.511278195489,0.000191739771588685
682.533834586466,0.000193051043100519
692.556390977444,0.000194343971728117
702.578947368421,0.000195618822334019
712.601503759398,0.000196875852671398
722.624060150376,0.0001981153137265
732.646616541353,0.000199337450039381
742.669172932331,0.000200542500004569
752.691729323308,0.000201730696153133
762.714285714286,0.000202902265417522
772.736842105263,0.000204057429380407
782.759398496241,0.000205196404508685
792.781954887218,0.000206319402373669
802.804511278195,0.000207426629858439
812.827067669173,0.000208518289353234
822.84962406015,0.000209594578939705
832.872180451128,0.000210655692564759
842.894736842105,0.00021170182020472
852.917293233083,0.000212733148020409
862.93984962406,0.000213749858503767
872.962406015038,0.000214752130616535
882.984962406015,0.000215740139921535
893.007518796992,0.000216714058706979
903.03007518797,0.000217674056104282
913.052631578947,0.000218620298199746
923.075187969925,0.000219552948140524
933.097744360902,0.000220472166235183
943.12030075188,0.000221378110049216
953.142857142857,0.000222270934495786
963.165413533835,0.000223150791921992
973.187969924812,0.000224017832190931
983.210526315789,0.000224872202759772
993.233082706767,0.000225714048754107
1003.25563909774,0.00022654351303876
1013.27819548872,0.000227360736285281
1023.3007518797,0.000228165857036298
1033.32330827068,0.000228959011766895
1043.34586466165,0.000229740334943205
1053.36842105263,0.000230509959078349
1063.39097744361,0.000231268014785877
1073.41353383459,0.000232014630830835
1083.43609022556,0.000232749934178608
1093.45864661654,0.000233474050041631
1103.48120300752,0.000234187101924095
1113.5037593985,0.000234889211664762
1123.52631578947,0.000235580499477965
1133.54887218045,0.000236261083992909
1143.57142857143,0.000236931082291344
1153.59398496241,0.000237590609943711
1163.61654135338,0.000238239781043818
1173.63909774436,0.000238878708242137
1183.66165413534,0.000239507502777787
1193.68421052632,0.000240126274509263
1203.70676691729,0.000240735131943974
1213.72932330827,0.000241334182266664
1223.75187969925,0.000241923531366743
1233.77443609023,0.000242503283864606
1243.7969924812,0.000243073543136979
1253.81954887218,0.000243634411341337
1263.84210526316,0.000244185989439441
1273.86466165414,0.000244728377220033
1283.88721804511,0.000245261673320738
1293.90977443609,0.0002457859752492
1303.93233082707,0.000246301379403485
1313.95488721805,0.000246807981091803
1323.97744360902,0.00024730587455156
1334,0.000247795152967783
1344.02255639098,0.000248275908490941
1354.04511278195,0.000248748232254196
1364.06766917293,0.000249212214390098
1374.09022556391,0.000249667944046761
1384.11278195489,0.00025011550940354
1394.13533834586,0.000250554997686222
1404.15789473684,0.000250986495181768
1414.18045112782,0.00025141008725261
1424.2030075188,0.000251825858350537
